"","Image1","Image_Date","ForestName.x","Camera.x","Camera_Trap_Days.x","X.1","X","classification_id","subject_ids","ForestType","ForestName.y","choice","behavior_CLIMBING","behavior_DIGGING","behavior_FLYING","behavior_FORAGINGEATING","behavior_INTERACTING","behavior_OTHER","behavior_SITTINGSTANDINGLYING","behavior_WALKINGRUNNING","user_name","workflow_version","SnowDepth","Young","Antlers","Precipitation","Image2","Image3","Camera.y","SDCard","Date_Out","Date_Checked","Camera_Trap_Days.y"
"30","24_04_BC_0025.JPG","2018-11-15 12:42:08","BC",24,109,587,587,154690219,31428873,"Deciduous ","BC","HUMAN",0,0,0,0,0.142857143,0,1,0,"abuckley2681",123.17,NA,NA,NA,"NO","24_04_BC_0026.JPG","24_04_BC_0027.JPG",24,4,"18/11/15","19/03/04",109
"31","24_04_BC_0028.JPG","2018-11-15 12:43:14","BC",24,109,588,588,156325576,31428874,"Deciduous ","BC","HUMAN",0,0,0,0,0,1,0,0,"anvon15",123.17,"010CM",NA,NA,"NO","24_04_BC_0029.JPG","24_04_BC_0030.JPG",24,4,"18/11/15","19/03/04",109
"32","24_04_BC_0031.JPG","2018-11-15 12:44:20","BC",24,109,589,589,156850534,31428875,"Deciduous ","BC","HUMAN",0,0,0,0,0,0,1,0,"emmaoldow",123.17,"010CM",NA,NA,"NO","24_04_BC_0032.JPG","24_04_BC_0033.JPG",24,4,"18/11/15","19/03/04",109
"33","11_13_BC_000002.JPG","2018-11-16 14:17:12","BC",11,109,30,30,155943409,31428315,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0.5,0,0,0.75,0,"anvon15",123.17,"2030CM","NO","NO","YES","11_13_BC_000001.JPG","11_13_BC_000003.JPG",11,13,"18/11/15","19/03/04",109
"34","11_13_BC_000004.JPG","2018-11-16 14:18:48","BC",11,109,31,31,154690832,31428316,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0.4,0,0,0,0.8,"abuckley2681",123.17,"1020CM","NO","NO","YES","11_13_BC_000005.JPG","11_13_BC_000006.JPG",11,13,"18/11/15","19/03/04",109
"35","17_24_BC_000001.JPG","2018-11-16 16:09:15","BC",17,109,243,243,155713004,31428529,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0.25,0,0,0.75,0,"anvon15",123.17,NA,"NO","NO","NO","17_24_BC_000002.JPG","17_24_BC_000003.JPG",17,24,"18/11/15","19/03/04",109
"36","24_04_BC_0034.JPG","2018-11-16 18:58:16","BC",24,109,590,590,154687664,31428876,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0.166666667,0,0,0,1,"not-logged-in-2934684bed4edb96e1d8",123.17,NA,"NO",NA,"YES","24_04_BC_0035.JPG","24_04_BC_0036.JPG",24,4,"18/11/15","19/03/04",109
"37","17_24_BC_000004.JPG","2018-11-16 21:59:05","BC",17,109,244,244,153662968,31428530,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0,0,0,0,1,"barthelmess",123.17,NA,"NO","NO","NO","17_24_BC_000005.JPG","17_24_BC_000006.JPG",17,24,"18/11/15","19/03/04",109
"38","17_24_BC_000007.JPG","2018-11-16 23:04:49","BC",17,109,245,245,155713689,31428531,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0,0,0.333333333,0,1,"anvon15",123.17,NA,"NO","NO","NO","17_24_BC_000008.JPG","17_24_BC_000009.JPG",17,24,"18/11/15","19/03/04",109
"39","17_24_BC_000010.JPG","2018-11-16 23:06:26","BC",17,109,246,246,156530514,31428532,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0,0,0,0.333333333,0.666666667,"LJKinsey",123.17,"1020CM","NO",NA,"NO","17_24_BC_000011.JPG","17_24_BC_000012.JPG",17,24,"18/11/15","19/03/04",109
"40","23_03_SH_0001.JPG","2018-11-17 08:12:51","SH",23,89,539,539,156033591,31428825,"Deciduous ","SH","DEERWHITETAILED",0,0,0,0,0,0,0,1,"keandy16",123.17,"1020CM","NO",NA,"NO","23_03_SH_0002.JPG","23_03_SH_0003.JPG",23,3,"18/11/14","19/02/11",89
"41","25_09_SH_0039.JPG","2018-11-17 11:35:58","SH",25,89,621,621,155208284,31428907,"Deciduous ","SH","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"barthelmess",123.17,NA,NA,NA,NA,"25_09_SH_0040.JPG","25_09_SH_0041.JPG",25,9,"18/11/14","19/02/11",89
"42","17_24_BC_000013.JPG","2018-11-17 14:11:41","BC",17,109,247,247,155951164,31428533,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0,0,0,0.666666667,0.333333333,"anvon15",123.17,NA,"NO","NO","NO","17_24_BC_000014.JPG","17_24_BC_000015.JPG",17,24,"18/11/15","19/03/04",109
"43","17_24_BC_000016.JPG","2018-11-17 14:13:40","BC",17,109,248,248,156307404,31428534,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0,0,0,0.25,1,"LJKinsey",123.17,"3040CM","NO","NO","NO","17_24_BC_000017.JPG","17_24_BC_000018.JPG",17,24,"18/11/15","19/03/04",109
"44","23_03_SH_0004.JPG","2018-11-17 14:48:23","SH",23,89,540,540,155883180,31428826,"Deciduous ","SH","DEERWHITETAILED",0,0,0,0.8,0,0,0.2,0.6,"barthelmess",123.17,"1020CM","NO","NO","NO","23_03_SH_0005.JPG","23_03_SH_0006.JPG",23,3,"18/11/14","19/02/11",89
"45","17_24_BC_000019.JPG","2018-11-17 18:11:01","BC",17,109,249,249,153840463,31428535,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0,0,0,0,1,"NatureUpNorth",123.17,NA,"NO",NA,"YES","17_24_BC_000020.JPG","17_24_BC_000021.JPG",17,24,"18/11/15","19/03/04",109
"46","17_24_BC_000022.JPG","2018-11-17 22:12:16","BC",17,109,250,250,155219333,31428536,"Deciduous ","BC","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"not-logged-in-7c1b6498a0e76856e726",123.17,NA,NA,NA,NA,"17_24_BC_000023.JPG","17_24_BC_000024.JPG",17,24,"18/11/15","19/03/04",109
"47","25_09_SH_0042.JPG","2018-11-18 00:15:50","SH",25,89,622,622,153664451,31428908,"Deciduous ","SH","COYOTE",0,0,0,0,0,0,0,1,"barthelmess",123.17,"1020CM","NO",NA,"NO","25_09_SH_0043.JPG","25_09_SH_0044.JPG",25,9,"18/11/14","19/02/11",89
"48","24_04_BC_0037.JPG","2018-11-18 04:05:15","BC",24,109,591,591,155211444,31428877,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0.166666667,0,0,0,1,"barthelmess",123.17,"1020CM","NO","NO","NO","24_04_BC_0038.JPG","24_04_BC_0039.JPG",24,4,"18/11/15","19/03/04",109
"49","25_09_SH_0045.JPG","2018-11-18 05:50:57","SH",25,89,623,623,154695335,31428909,"Deciduous ","SH","DEERWHITETAILED",0,0,0,0.5,0.5,0,0,1,"not-logged-in-d0b06505b62640b2f255",123.17,"1020CM","NO","NO","NO","25_09_SH_0046.JPG","25_09_SH_0047.JPG",25,9,"18/11/14","19/02/11",89
"50","17_24_BC_000025.JPG","2018-11-18 07:27:02","BC",17,109,251,251,156655149,31428537,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0,0,0,0,1,"keandy16",123.17,NA,"NO","NO","NO","17_24_BC_000026.JPG","17_24_BC_000027.JPG",17,24,"18/11/15","19/03/04",109
"51","17_24_BC_000028.JPG","2018-11-18 11:16:24","BC",17,109,252,252,155772592,31428538,"Deciduous ","BC","SQUIRRELGRAY",0,0,0,0,0,0,0.333333333,0.666666667,"keandy16",123.17,NA,"NO",NA,"NO","17_24_BC_000029.JPG","17_24_BC_000030.JPG",17,24,"18/11/15","19/03/04",109
"52","17_24_BC_000031.JPG","2018-11-18 13:05:26","BC",17,109,253,253,156325543,31428539,"Deciduous ","BC","SQUIRRELGRAY",0.75,0,0,0,0,0,0.5,0,"anvon15",123.17,NA,"NO",NA,"NO","17_24_BC_000032.JPG","17_24_BC_000033.JPG",17,24,"18/11/15","19/03/04",109
"53","17_24_BC_000034.JPG","2018-11-18 13:07:42","BC",17,109,254,254,156033405,31428540,"Deciduous ","BC","SQUIRRELGRAY",0,0,0,0.2,0,0,0,0.8,"keandy16",123.17,NA,"NO",NA,"NO","17_24_BC_000035.JPG","17_24_BC_000036.JPG",17,24,"18/11/15","19/03/04",109
"54","11_13_BC_000007.JPG","2018-11-18 13:28:49","BC",11,109,32,32,154693615,31428317,"Deciduous ","BC","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"MWillis875",123.17,NA,NA,NA,NA,"11_13_BC_000008.JPG","11_13_BC_000009.JPG",11,13,"18/11/15","19/03/04",109
"55","11_13_BC_000010.JPG","2018-11-18 20:42:35","BC",11,109,33,33,155212878,31428318,"Deciduous ","BC","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"barthelmess",123.17,NA,NA,NA,NA,"11_13_BC_000011.JPG","11_13_BC_000012.JPG",11,13,"18/11/15","19/03/04",109
"56","11_13_BC_000013.JPG","2018-11-19 03:54:04","BC",11,109,34,34,154695400,31428319,"Deciduous ","BC","SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"Hartk",123.17,NA,NA,NA,NA,"11_13_BC_000014.JPG","11_13_BC_000015.JPG",11,13,"18/11/15","19/03/04",109
"57","03_05_SH_000004.JPG","2018-11-19 04:08:12","SH",3,89,2,2,156440008,31428287,"Deciduous ","SH","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"brigidbarstow",123.17,NA,NA,NA,NA,"03_05_SH_000005.JPG","03_05_SH_000006.JPG",3,5,"18/11/14","19/02/11",89
"58","25_09_SH_0048.JPG","2018-11-20 04:32:07","SH",25,89,624,624,153663123,31428910,"Deciduous ","SH","OTHERSMALLMAMMAL",0,0,0,0,0,0,0,1,"barthelmess",123.17,"010CM","NO",NA,"NO","25_09_SH_0049.JPG","25_09_SH_0050.JPG",25,9,"18/11/14","19/02/11",89
"59","23_03_SH_0007.JPG","2018-11-20 10:16:25","SH",23,89,541,541,153664190,31428827,"Deciduous ","SH","SQUIRRELGRAY",0,0,0,0,0,0,0,1,"barthelmess",123.17,"010CM","NO",NA,"NO","23_03_SH_0008.JPG","23_03_SH_0009.JPG",23,3,"18/11/14","19/02/11",89
"60","23_03_SH_0010.JPG","2018-11-20 10:18:26","SH",23,89,542,542,155207515,31428828,"Deciduous ","SH","SQUIRRELGRAY",0,0,0,0,0,0,0,1,"barthelmess",123.17,"2030CM","NO",NA,"NO","23_03_SH_0011.JPG","23_03_SH_0012.JPG",23,3,"18/11/14","19/02/11",89
"61","24_04_BC_0040.JPG","2018-11-20 11:28:40","BC",24,109,592,592,156033648,31428878,"Deciduous ","BC","SQUIRRELGRAY",1,0,0,0,0,0,0,0,"keandy16",123.17,NA,"NO",NA,"YES","24_04_BC_0041.JPG","24_04_BC_0042.JPG",24,4,"18/11/15","19/03/04",109
"62","24_04_BC_0043.JPG","2018-11-20 11:41:14","BC",24,109,593,593,155772124,31428879,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0,0,0,0,1,"keandy16",123.17,NA,"NO","YES","YES","24_04_BC_0044.JPG","24_04_BC_0045.JPG",24,4,"18/11/15","19/03/04",109
"63","17_24_BC_000037.JPG","2018-11-20 12:26:41","BC",17,109,255,255,155212949,31428541,"Deciduous ","BC","SQUIRRELGRAY",0,0,0,0,0,0,0.666666667,0.333333333,"barthelmess",123.17,NA,"NO",NA,"NO","17_24_BC_000038.JPG","17_24_BC_000039.JPG",17,24,"18/11/15","19/03/04",109
"64","11_13_BC_000016.JPG","2018-11-20 14:15:17","BC",11,109,35,35,155709993,31428320,"Deciduous ","BC","SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"anvon15",123.17,NA,NA,NA,NA,"11_13_BC_000017.JPG","11_13_BC_000018.JPG",11,13,"18/11/15","19/03/04",109
"65","17_24_BC_000040.JPG","2018-11-20 22:03:08","BC",17,109,256,256,155906270,31428542,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0,0,0,0,1,"Donovan.Spaulding",123.17,"1020CM","NO","YES","NO","17_24_BC_000041.JPG","17_24_BC_000042.JPG",17,24,"18/11/15","19/03/04",109
"66","17_24_BC_000043.JPG","2018-11-20 23:17:21","BC",17,109,257,257,155866542,31428543,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0,0,0,0,1,"BMAC965",123.17,NA,"NO","YES","NO","17_24_BC_000044.JPG","17_24_BC_000045.JPG",17,24,"18/11/15","19/03/04",109
"67","25_09_SH_0051.JPG","2018-11-21 03:48:02","SH",25,89,625,625,154694018,31428911,"Deciduous ","SH","FOXRED",0,0,0,0,0,0,0,1,"abuckley2681",123.17,"1020CM","NO",NA,NA,"25_09_SH_0052.JPG","25_09_SH_0053.JPG",25,9,"18/11/14","19/02/11",89
"68","23_03_SH_0013.JPG","2018-11-21 12:53:35","SH",23,89,543,543,154689230,31428829,"Deciduous ","SH","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"abuckley2681",123.17,NA,NA,NA,NA,"23_03_SH_0014.JPG","23_03_SH_0015.JPG",23,3,"18/11/14","19/02/11",89
"69","17_24_BC_000046.JPG","2018-11-21 14:18:26","BC",17,109,258,258,154313899,31428544,"Deciduous ","BC","DEERWHITETAILED",0,0,0,0.166666667,0,0,0,0.833333333,"keandy16",123.17,"1020CM","NO","NO","NO","17_24_BC_000047.JPG","17_24_BC_000048.JPG",17,24,"18/11/15","19/03/04",109
"70","23_03_SH_0016.JPG","2018-11-21 18:22:51","SH",23,89,544,544,154311692,31428830,"Deciduous ","SH","DEERWHITETAILED",0,0,0,0,0,0,0,1,"keandy16",123.17,"2030CM","NO","YES","NO","23_03_SH_0017.JPG","23_03_SH_0018.JPG",23,3,"18/11/14","19/02/11",89
"71","25_09_SH_0054.JPG","2018-11-22 06:03:58","SH",25,89,626,626,155906706,31428912,"Deciduous ","SH","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"Donovan.Spaulding",123.17,NA,NA,NA,NA,"25_09_SH_0055.JPG","25_09_SH_0056.JPG",25,9,"18/11/14","19/02/11",89
"72","03_05_SH_000007.JPG","2018-11-22 09:00:17","SH",3,89,3,3,155209169,31428288,"Deciduous ","SH","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"barthelmess",123.17,NA,NA,NA,NA,"03_05_SH_000008.JPG","03_05_SH_000009.JPG",3,5,"18/11/14","19/02/11",89
"73","25_09_SH_0057.JPG","2018-11-22 11:47:58","SH",25,89,627,627,156658394,31428913,"Deciduous ","SH","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"meghankelly898",123.17,NA,NA,NA,NA,"25_09_SH_0058.JPG","25_09_SH_0059.JPG",25,9,"18/11/14","19/02/11",89
"74","25_09_SH_0060.JPG","2018-11-22 22:12:34","SH",25,89,628,628,156489389,31428914,"Deciduous ","SH","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"kdmccr18",123.17,NA,NA,NA,NA,"25_09_SH_0061.JPG","25_09_SH_0062.JPG",25,9,"18/11/14","19/02/11",89
"75","17_24_BC_000049.JPG","2018-11-24 12:35:20","BC",17,109,259,259,153665867,31428545,"Deciduous ","BC","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"barthelmess",123.17,NA,NA,NA,NA,"17_24_BC_000050.JPG","17_24_BC_000051.JPG",17,24,"18/11/15","19/03/04",109
"76","17_24_BC_000052.JPG","2018-11-24 17:34:23","BC",17,109,260,260,154691858,31428546,"Deciduous ","BC","SOMETHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"not-logged-in-42881cd7c1c2c2f4d1fc",123.17,NA,NA,NA,NA,"17_24_BC_000053.JPG","17_24_BC_000054.JPG",17,24,"18/11/15","19/03/04",109
"77","11_13_BC_000019.JPG","2018-11-25 08:20:21","BC",11,109,36,36,155952548,31428321,"Deciduous ","BC","SQUIRRELGRAY",0,0,0,0,0,0,0.666666667,0.333333333,"anvon15",123.17,"010CM","NO",NA,"NO","11_13_BC_000020.JPG","11_13_BC_000021.JPG",11,13,"18/11/15","19/03/04",109
"78","17_24_BC_000055.JPG","2018-11-25 08:24:20","BC",17,109,261,261,156204616,31428547,"Deciduous ","BC","SQUIRRELGRAY",0,0,0,0,0,0,0,1,"Donovan.Spaulding",123.17,"1020CM","NO",NA,"NO","17_24_BC_000056.JPG","17_24_BC_000057.JPG",17,24,"18/11/15","19/03/04",109
"79","11_13_BC_000022.JPG","2018-11-25 08:48:13","BC",11,109,37,37,154695634,31428322,"Deciduous ","BC","SQUIRRELGRAY",0,0,0,0.166666667,0,0,0,1,"Hartk",123.17,"010CM","NO",NA,"NO","11_13_BC_000023.JPG","11_13_BC_000024.JPG",11,13,"18/11/15","19/03/04",109
"80","11_13_BC_000025.JPG","2018-11-25 09:57:03","BC",11,109,38,38,153664300,31428323,"Deciduous ","BC","SQUIRRELGRAY",0,0,0,0,0,0,0,1,"barthelmess",123.17,"010CM","NO",NA,"NO","11_13_BC_000026.JPG","11_13_BC_000027.JPG",11,13,"18/11/15","19/03/04",109
"81","11_13_BC_000028.JPG","2018-11-25 09:59:43","BC",11,109,39,39,154693683,31428324,"Deciduous ","BC","SQUIRRELGRAY",0,0,0,1,0,0,0.333333333,0,"not-logged-in-a171f677a40edce0c0ab",123.17,"010CM","NO",NA,"NO","11_13_BC_000029.JPG","11_13_BC_000030.JPG",11,13,"18/11/15","19/03/04",109
"82","17_24_BC_000058.JPG","2018-11-25 10:58:14","BC",17,109,262,262,155776327,31428548,"Deciduous ","BC","NOTHINGHERE",NA,NA,NA,NA,NA,NA,NA,NA,"keandy16",123.17,NA,NA,NA,NA,"17_24_BC_000059.JPG","17_24_BC_000060.JPG",17,24,"18/11/15","19/03/04",109
