subject_ids,num_class,num_votes,agg_num_species,diff_species,choice,votes.x,propvote.x,propclass.x,med_count.x,min_count.x,max_count.x,behavior_CLIMBING,behavior_DIGGING,behavior_FLYING,behavior_FORAGINGEATING,behavior_INTERACTING,behavior_OTHER,behavior_SITTINGSTANDINGLYING,behavior_WALKINGRUNNING,classification_id,user_name,workflow_version,task_index,task,task_label,value,total_submissions,submission_index,choice.y,choice.1,Number,SnowDepth,Young,Antlers,Precipitation,behavior_CLIMBING.y,behavior_DIGGING.y,behavior_FLYING.y,behavior_FORAGINGEATING.y,behavior_INTERACTING.y,behavior_OTHER.y,behavior_SITTINGSTANDINGLYING.y,behavior_WALKINGRUNNING.y,subject_ids.1,ForestType,ForestName,Image1,Image2,Image3,Camera,SDCard,PhotoBatch,Class_Round,num_class.y,num_species,check_num_spp,num_votes.y,diff_species.y,agg_num_species.y
31428296,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155865029,Donovan.Spaulding,123.17,1,T0,NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428296,Pine ,WF,04_26_WF_000016.JPG,04_26_WF_000017.JPG,04_26_WF_000018.JPG,4,26,1,1,3,1,1,3,1,1
31428297,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0.333333333,0,0.666666667,0.333333333,155770321,keandy16,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,1020CM,NO,NO,NO,0,0,0,0,0,0,1,0,31428297,Pine ,WF,04_26_WF_000019.JPG,04_26_WF_000020.JPG,04_26_WF_000021.JPG,4,26,1,1,3,1,1,3,1,1
31428298,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1,155714198,anvon15,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,2030CM,NO,NO,NO,0,0,0,0,0,0,0,1,31428298,Pine ,WF,04_26_WF_000022.JPG,04_26_WF_000023.JPG,04_26_WF_000024.JPG,4,26,1,1,3,1,1,3,1,1
31428299,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0.333333333,0,0,0,1,155713608,anvon15,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""FORAGINGEATING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,2030CM,NO,NO,NO,0,0,0,1,0,0,0,1,31428299,Pine ,WF,04_26_WF_000025.JPG,04_26_WF_000026.JPG,04_26_WF_000027.JPG,4,26,1,1,3,1,1,3,1,1
31428300,3,3,1,1,DEERWHITETAILED,3,1,1,1,1,1,0,0,0,0,0,0,0,1,154694490,abuckley2681,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,010CM,NO,NO,NO,0,0,0,0,0,0,0,1,31428300,Pine ,WF,04_26_WF_000028.JPG,04_26_WF_000029.JPG,04_26_WF_000030.JPG,4,26,1,1,3,1,1,3,1,1
31428301,7,8,1,4,SOMETHINGHERE,5,0.625,0.714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155714801,anvon15,123.17,1,T0,NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428301,Pine ,WF,04_26_WF_000031.JPG,04_26_WF_000032.JPG,04_26_WF_000033.JPG,4,26,1,1,7,1,1,8,4,1
31428302,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0,0,0,0,1,155213589,barthelmess,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,1020CM,NA,NO,NO,0,0,0,0,0,0,0,1,31428302,Pine ,WF,04_26_WF_000034.JPG,04_26_WF_000035.JPG,04_26_WF_000036.JPG,4,26,1,1,4,1,1,4,1,1
31428303,3,3,1,1,DOMESTICDOG,3,1,1,1,1,1,0,0,0,0,0,0,0,1,155213512,keandy16,123.17,1,T0,NA,"list(list(choice = ""DOMESTICDOG"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DOMESTICDOG,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428303,Pine ,WF,04_26_WF_000037.JPG,04_26_WF_000038.JPG,04_26_WF_000039.JPG,4,26,1,1,3,1,1,3,1,1
31428304,1,1,1,1,COYOTE,1,1,1,1,1,1,0,0,0,0,0,0,0,1,156715742,seauch15,123.17,1,T0,NA,"list(list(choice = ""COYOTE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list(TYPE = ""DOGLIKECARNIVORE"")))",1,1,COYOTE,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428304,Pine ,WF,04_26_WF_000040.JPG,04_26_WF_000041.JPG,04_26_WF_000042.JPG,4,26,1,1,1,1,1,1,1,1
31428305,5,5,1,1,HUMAN,5,1,1,1,1,1,0,0,0,0,0.2,0.4,0,0.8,155207338,barthelmess,123.17,1,T0,NA,"list(list(choice = ""HUMAN"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,HUMAN,NA,1,010CM,NA,NA,NO,0,0,0,0,0,0,0,1,31428305,Pine ,WF,04_26_WF_000043.JPG,04_26_WF_000044.JPG,04_26_WF_000045.JPG,4,26,1,1,5,1,1,5,1,1
31428306,2,2,1,1,COYOTE,2,1,1,1,1,1,0,0,0,0,0,0,0,1,155205994,barthelmess,123.17,1,T0,NA,"list(list(choice = ""COYOTE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,COYOTE,NA,1,2030CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428306,Pine ,WF,04_26_WF_000046.JPG,04_26_WF_000047.JPG,04_26_WF_000048.JPG,4,26,1,1,2,1,1,2,1,1
31428307,1,1,1,1,NOTHINGHERE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156655409,keandy16,123.17,1,T0,NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428307,Pine ,WF,04_26_WF_000049.JPG,04_26_WF_000050.JPG,04_26_WF_000051.JPG,4,26,1,1,1,1,1,1,1,1
31428308,4,4,1,1,SOMETHINGHERE,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154689291,not-logged-in-ea8b6654dd2e422db430,123.17,1,T0,NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428308,Pine ,DEG,08_23_DEG_000001.JPG,08_23_DEG_000002.JPG,08_23_DEG_000003.JPG,8,23,1,1,4,1,1,4,1,1
31428309,3,3,1,1,DEERWHITETAILED,3,1,1,NA,NA,NA,0,0,0,0.333333333,0,0,0.333333333,0.666666667,156719152,seauch15,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"", ""SITTINGSTANDINGLYING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,1020CM,NO,NO,NO,0,0,0,0,0,0,1,1,31428309,Pine ,DEG,08_23_DEG_000004.JPG,08_23_DEG_000005.JPG,08_23_DEG_000006.JPG,8,23,1,1,3,1,1,3,1,1
31428310,4,4,1,2,SOMETHINGHERE,3,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156491692,brigidbarstow,123.17,1,T0,NA,"list(list(choice = ""COTTONTAILRABBIT"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,COTTONTAILRABBIT,NA,1,1020CM,NO,NA,YES,0,0,0,0,0,0,0,1,31428310,Pine ,DEG,08_23_DEG_000007.JPG,08_23_DEG_000008.JPG,08_23_DEG_000009.JPG,8,23,1,1,4,1,1,4,2,1
31428311,3,3,1,1,NOTHINGHERE,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156308389,LJKinsey,123.17,1,T0,NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428311,Pine ,DEG,08_23_DEG_000010.JPG,08_23_DEG_000011.JPG,08_23_DEG_000012.JPG,8,23,1,1,3,1,1,3,1,1
31428312,7,7,1,2,SNOWSHOEHARE,4,0.571428571,0.571428571,1,1,1,0,0,0,0,0,0,0.25,1,155219195,not-logged-in-5ceb81b0867e229aead2,123.17,1,T0,NA,"list(list(choice = ""SNOWSHOEHARE"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SNOWSHOEHARE,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428312,Pine ,DEG,08_23_DEG_000013.JPG,08_23_DEG_000014.JPG,08_23_DEG_000015.JPG,8,23,1,1,7,1,1,7,2,1
31428313,5,5,1,1,DEERWHITETAILED,5,1,1,1,1,1,0,0,0,0,0,0,0,1,156034436,keandy16,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""YES"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,1020CM,NO,YES,YES,0,0,0,0,0,0,0,1,31428313,Pine ,WF,09_25_WF_000001.JPG,09_25_WF_000002.JPG,09_25_WF_000003.JPG,9,25,1,1,5,1,1,5,1,1
31428314,6,6,1,1,SQUIRRELGRAY,6,1,1,1,1,1,0,0,0,0,0,0,0.8,0.2,154687895,MWillis875,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,1,0,31428314,Pine ,WF,09_25_WF_000004.JPG,09_25_WF_000005.JPG,09_25_WF_000006.JPG,9,25,1,1,6,1,1,6,1,1
31428315,4,4,1,1,DEERWHITETAILED,4,1,1,1,1,1,0,0,0,0.5,0,0,0.75,0,155943409,anvon15,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""2030CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"", ""SITTINGSTANDINGLYING"")), filters = list()))",1,1,DEERWHITETAILED,NA,1,2030CM,NO,NO,YES,0,0,0,1,0,0,1,0,31428315,Deciduous ,BC,11_13_BC_000002.JPG,11_13_BC_000001.JPG,11_13_BC_000003.JPG,11,13,1,1,4,1,1,4,1,1
31428316,5,5,1,1,DEERWHITETAILED,5,1,1,2,1,2,0,0,0,0.4,0,0,0,0.8,154690832,abuckley2681,123.17,1,T0,NA,"list(list(choice = ""DEERWHITETAILED"", answers = list(HOWMANY = ""2"", SNOWDEPTH = ""1020CM"", YOUNGPRESENT = ""NO"", ANTLERSPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""YES"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,DEERWHITETAILED,NA,2,1020CM,NO,NO,YES,0,0,0,0,0,0,0,1,31428316,Deciduous ,BC,11_13_BC_000004.JPG,11_13_BC_000005.JPG,11_13_BC_000006.JPG,11,13,1,1,5,1,1,5,1,1
31428317,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154693615,MWillis875,123.17,1,T0,NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428317,Deciduous ,BC,11_13_BC_000007.JPG,11_13_BC_000008.JPG,11_13_BC_000009.JPG,11,13,1,1,5,1,1,5,1,1
31428318,6,6,1,1,NOTHINGHERE,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155212878,barthelmess,123.17,1,T0,NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428318,Deciduous ,BC,11_13_BC_000010.JPG,11_13_BC_000011.JPG,11_13_BC_000012.JPG,11,13,1,1,6,1,1,6,1,1
31428319,5,5,1,2,SOMETHINGHERE,4,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154695400,Hartk,123.17,1,T0,NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428319,Deciduous ,BC,11_13_BC_000013.JPG,11_13_BC_000014.JPG,11_13_BC_000015.JPG,11,13,1,1,5,1,1,5,2,1
31428320,2,3,2,2,SOMETHINGHERE,2,0.666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155709993,anvon15,123.17,1,T0,NA,"list(list(choice = ""SOMETHINGHERE"", answers = list(), filters = list()))",1,1,SOMETHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428320,Deciduous ,BC,11_13_BC_000016.JPG,11_13_BC_000017.JPG,11_13_BC_000018.JPG,11,13,1,1,2,1,1,3,2,2
31428321,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0,0,0,0.666666667,0.333333333,155952548,anvon15,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""SITTINGSTANDINGLYING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,1,0,31428321,Deciduous ,BC,11_13_BC_000019.JPG,11_13_BC_000020.JPG,11_13_BC_000021.JPG,11,13,1,1,3,1,1,3,1,1
31428322,6,6,1,1,SQUIRRELGRAY,6,1,1,1,1,1,0,0,0,0.166666667,0,0,0,1,154695634,Hartk,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428322,Deciduous ,BC,11_13_BC_000022.JPG,11_13_BC_000023.JPG,11_13_BC_000024.JPG,11,13,1,1,6,1,1,6,1,1
31428323,5,5,1,2,SQUIRRELGRAY,4,0.8,0.8,1,1,1,0,0,0,0,0,0,0,1,153664300,barthelmess,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428323,Deciduous ,BC,11_13_BC_000025.JPG,11_13_BC_000026.JPG,11_13_BC_000027.JPG,11,13,1,1,5,1,1,5,2,1
31428324,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,1,0,0,0.333333333,0,154693683,not-logged-in-a171f677a40edce0c0ab,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,1,0,0,0,0,31428324,Deciduous ,BC,11_13_BC_000028.JPG,11_13_BC_000029.JPG,11_13_BC_000030.JPG,11,13,1,1,3,1,1,3,1,1
31428325,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0,1,156533778,kdmccr18,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""FORAGINGEATING"", ""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,1,0,0,0,1,31428325,Deciduous ,BC,11_13_BC_000031.JPG,11_13_BC_000032.JPG,11_13_BC_000033.JPG,11,13,1,1,3,1,1,3,1,1
31428326,3,3,1,1,SQUIRRELGRAY,3,1,1,1,1,1,0,0,0,0.666666667,0,0,0,0.666666667,156309967,LJKinsey,123.17,1,T0,NA,"list(list(choice = ""SQUIRRELGRAY"", answers = list(HOWMANY = ""1"", SNOWDEPTH = ""010CM"", YOUNGPRESENT = ""NO"", PRECIPITATIONRAINSNOW = ""NO"", WHATBEHAVIORSDOYOUSEE = list(""WALKINGRUNNING"")), filters = list()))",1,1,SQUIRRELGRAY,NA,1,010CM,NO,NA,NO,0,0,0,0,0,0,0,1,31428326,Deciduous ,BC,11_13_BC_000034.JPG,11_13_BC_000035.JPG,11_13_BC_000036.JPG,11,13,1,1,3,1,1,3,1,1
31428327,5,5,1,1,NOTHINGHERE,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155941264,anvon15,123.17,1,T0,NA,"list(list(choice = ""NOTHINGHERE"", answers = list(), filters = list()))",1,1,NOTHINGHERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31428327,Deciduous ,BC,11_13_BC_000037.JPG,11_13_BC_000038.JPG,11_13_BC_000039.JPG,11,13,1,1,5,1,1,5,1,1
